"Summary","UID","Description","Location","Start Time","End Time","URL"
"Maya astronomer's notes from Xultun discussed in talk","22243@utexas.edu","Recent excavations at the large Maya city of Xultun have revealed a workspace dating to ca. 800 A.D., in which scribes and mathematicians wrote many of their astronomical calculations and notes on the painted walls around them. These faint hieroglyphs and numerical tables reveal many aspects of ancient mathematics and astronomical science.","Art Building (ART) 1.102","2012-10-03 20:00:00-05:00","2012-10-03 21:00:00-05:00","http://www.facebook.com/events/527207160629281/"
"Presidential debate watch party announced","22259@utexas.edu","Join the Texas Freedom Network's student chapter for the hippest presidential debate watch party in Austin. Free pizza and free soda served. Stay after the debate for a 30-minute discussion about the importance of public education.","Mezes Hall (MEZ) 1.306","2012-10-03 20:00:00-05:00","2012-10-03 22:00:00-05:00","https://www.facebook.com/events/353595851399748/"
"Hearts of Texas fall plant sale announced","21901@utexas.edu","Plants grown and crafts made by UT Libraries staff are on sale, with all proceeds donated to the Capital Area Food Bank. Plants for the garden, home and office available.","Perry-Castaneda Library (PCL), plaza","2012-10-04 08:00:00-05:00","2012-10-04 13:00:00-05:00","http://www.lib.utexas.edu/calendar/hearts-texas-fall-plant-sale"
"McNair Scholars Program applications due Nov. 16","22303@utexas.edu","The Ronald E. McNair Scholars Program is a federally funded program mandated by Congress whose goal is to increase the number of students in doctoral degree programs who are low-income and first-generation undergraduates or students who come from groups underrepresented in graduate education, particularly African American, Hispanic/Latino and American Indian/Alaska Natives. Deadline to apply is Nov. 16 by 5 p.m. Visit the link below for information, or contact 512-471-1205 or write to mcnairprogram@austin.utexas.edu.","Online","2012-10-04 09:00:00-05:51","2012-10-04 17:00:00-05:51","http://utmcnairscholars.com"
"Literature review class open to grad students, researchers","21430@utexas.edu","Learn how a literature review is structured, how to use background information to shape your research question, how to find examples of literature reviews and how to get a brief overview of the tools and resources available to find, evaluate and cite sources. For graduate students and research staff. Session focuses on the social sciences, area studies and humanities.

","Perry-Castaneda Library (PCL) 1.124","2012-10-04 11:00:00-05:00","2012-10-04 12:00:00-05:00","http://www.lib.utexas.edu/services/instruction/classes/"
"CMCT presents NIEHS speaker","22251@utexas.edu","Mike Waalkes, Ph.D., Chief of the National Toxicology Program Laboratory at the National Institute of Environmental Health Sciences, presents a seminar titled ""Arsenic Carcinogenesis - Accumulating Insights.""","School of Pharmacy (PHR) 4.114","2012-10-04 11:00:00-05:00","2012-10-04 12:00:00-05:00","http://www.utexas.edu/pharmacy/cmct/index.html"
"Kinesiology & Health Education Job & Internship Fair held","22158@utexas.edu","The Kinesiology & Health Education Job & Internship Fair is an excellent opportunity for students to learn about internships, network with various employers, familiarize themselves with the job market and search for employment opportunities.","Bellmont Hall (BEL) 628","2012-10-04 11:00:00-05:00","2012-10-04 14:30:00-05:00","http://www.edb.utexas.edu/education/edservices/career/events/khefairstudent/"
"Law School Fair announced","21813@utexas.edu","Representatives from over 130 law schools from around the country will be on campus for our annual Law School Fair. Get all of your questions about law school answered. Business casual dress recommended.","Texas Union Building (UNB), ballroom 3.202","2012-10-04 11:00:00-05:00","2012-10-04 15:00:00-05:00","http://links.utexas.edu/cwvbtrv"
"UHS holds flu shot clinic at Student Services Building","22189@utexas.edu","University Health Services provides flu shots to UT students, faculty and staff. Bring UT ID and insurance card, if you have insurance. UT Select Insurance or &#36;10 (cash or check only) accepted for faculty/staff. For students, most health insurance accepted, except HMO plans, non-U.S. plans or government health insurance. Uninsured students or students with excluded insurance pay &#36;10 by cash, check or posting charge to ""WhatOwe.""","Student Services Building (SSB) G1.310","2012-10-04 12:00:00-05:00","2012-10-04 16:00:00-05:00","http://www.healthyhorns.utexas.edu"
"Tour ""The Rules of Basketball"" exhibit at Blanton","22138@utexas.edu","See basketball's history and future come together in this juxtaposition of James Naismith's ""Original Rules of Basket Ball"" and the cutting-edge originality of contemporary artist Paul Pfeiffer's video sculptures featuring the spectacle of basketball.","Blanton Museum of Art","2012-10-04 12:30:00-05:00","2012-10-04 13:30:00-05:00","http://blantonmuseum.org/calendar_events/details/public_tour_the_rules1"
"Computer Science hosts internal transfer info session","21743@utexas.edu","Learn more about the computer science major. RSVP to under-info@cs.utexas.edu.","Applied Computational Engineering & Sciences Building (ACE) 5.336","2012-10-04 13:00:00-05:00","2012-10-04 14:00:00-05:00",""
"NEA and NIH host webinar on funding","22272@utexas.edu","The National Endowment for the Arts (NEA) and the National Institutes of Health (NIH) co-host a live webinar titled New Funding Opportunity on Culture and Health.","School of Nursing (NUR) 1.106","2012-10-04 14:00:00-05:00","2012-10-04 15:00:00-05:00","http://www.utexas.edu/nursing/chpr/"
"Introduction to EndNote offered","21431@utexas.edu","This introductory class covers tricks for using EndNote with library databases such as Web of Science and other library databases, indexes and the library catalog. This is an online class. At start time, go to link below. Select ""Enter as a Guest,"" type your name and click ""Enter Room."" Headphones or speakers and Flash 9 or higher needed. To find out more, or request classes for your group/department, visit http://www.lib.utexas.edu/services/instruction/classes/index.html.","Online","2012-10-04 15:00:00-05:00","2012-10-04 16:30:00-05:00","https://meeting.austin.utexas.edu/introendnote/"
"The Pagliacci Project comes to the Blanton Museum","22143@utexas.edu","Enjoy a live performance of Act II from Leoncavallo's renowned opera, ""Pagliacci,"" in the Blanton's Faulkner Plaza. The performance is the result of a new collaboration between Austin Lyric Opera and the Butler Opera Center at The University of Texas at Austin. The Pagliacci Project brings opera, performed in English, to new audiences in nontraditional, highly visible settings.","Blanton Museum of Art","2012-10-04 15:30:00-05:00","2012-10-04 16:00:00-05:00","http://blantonmuseum.org/calendar_events/details/the_pagliacci_project_comes_to_the_blanton"
"RTF Media Studies Colloquium welcomes Sahara Byrne","22160@utexas.edu","""The Boomerang Effect"" is a talk presented by Sahara Byrne, assistant professor in the Department of Communication, Cornell University. Byrne's research examines the conditions under which communication messages with strategic intent are ineffective, met with resistance or even result in the opposite of the intended effect. She focuses primarily, but not exclusively, on youth and adolescent populations.



Imagine a media health campaign featuring a beautiful high school girl speaking about the negative consequences of her former addiction to heroin. No matter how strong her arguments about the consequences of her addiction, some members of the audience will be distracted by her beauty and thinness, which they may find attractive, and desire to be like her no matter what she argues about ill effects. If her attractiveness is selected as the processing priority, attention to this element will lead to unintended effects.","Belo Center for New Media (BMC) 5.208","2012-10-04 16:00:00-05:00","2012-10-04 18:00:00-05:00","http://rtf.utexas.edu/news/media-studies/rtf-colloquium-presents-cornell-professor-sahara-byrne-oct-4"
"Bevonomics 101 topic is budgeting & building credit","22022@utexas.edu","Acclimate your saving and spending style to the college lifestyle. Learn how to create and use a daily budget, save money, maintain and grow a savings account and build credit.","Garrison Hall (GAR) 2.112","2012-10-04 16:00:00-05:00","2012-10-04 17:00:00-05:00","http://www.facebook.com/Bevonomics"
"Spanish and Portuguese study abroad info session held","21725@utexas.edu","Learn about study abroad programs in Spanish and Portuguese: Language and Culture in Salvador, Brazil; Spanish Literature in Antigua, Guatemala; and Spanish, Genetics & Engineering in Santander, Spain. This meeting focuses on Salvador, Brazil.","Benedict Hall (BEN) 1.106","2012-10-04 16:00:00-05:00","2012-10-04 17:00:00-05:00","http://world.utexas.edu/abroad/programs/summer"
"Kinesiology & Health Education recruiter panel slated","22161@utexas.edu","Learn from sports professionals from Austin AzTex, Austin Family & Sports Chiropractic, Austin ISD, Crull Fitness, Longhorn Network, San Antonio Alamodome and Train 4 the Game. Pizza provided and don't miss this networking opportunity.","Bellmont Hall (BEL) 1005","2012-10-04 16:00:00-05:00","2012-10-04 17:00:00-05:00","http://www.edb.utexas.edu/education/edservices/career/events/4758/"
"BE Global Internship information session held","22125@utexas.edu","Attend an information session to learn about the new BE Global Internship Program, offering international internships in Barcelona and Shanghai for Business and Engineering majors beginning Summer 2013. Application deadline is Dec. 1.","International Office Multi-Purpose Room, 715 W. 24th St.","2012-10-04 16:00:00-05:00","2012-10-04 17:00:00-05:00","http://world.utexas.edu/beglobal"
"Learn about the Transport Phenomena Maymester in England","21559@utexas.edu","Attend an information session about the Transport Phenomena in Living Systems Maymester abroad in Cambridge, England.","Biomedical Engineering Building (BME), Seminar Room 3.204","2012-10-04 17:00:00-05:00","2012-10-04 18:00:00-05:00",""
"Student Veteran Association hosts guest speakers","22269@utexas.edu","Upcoming SVA meetings host guest speakers who will talk about veterans' issues and opportunities. This week, we welcome Brad Ward and Cameron McNeel of Orion International, one of the nation's largest military career placement firms.","Student Services Building (SSB) G1.408AB","2012-10-04 17:30:00-05:00","2012-10-04 18:30:00-05:00","http://www.facebook.com/groups/2243600909/"
"Jester Block Party is National Night Out event","22162@utexas.edu","Jester Block Party is held in collaboration with National Night Out and focuses on safety and security. Enjoy inflatable games, music, free food, t-shirt giveaways and photos Hook 'Em the mascot.","Jester Spanish Oaks Terrace (JES)","2012-10-04 18:00:00-05:00","2012-10-04 21:00:00-05:00","http://www.facebook.com/events/474118612609711/"
"VAC presents ""Two Ships Passing"" with Barbara Perea","22144@utexas.edu","The Visual Arts Center, in collaboration with the art publication Pastelegram, presents the fall 2012 edition of ""Two Ships Passing"" on the topic of sound art with invitee Barbara Perea, a Mexico City-based curator, critic and lecturer with a concentration in emerging media, sound and video art.



Straddling the worlds of contemporary visual art and music, sound art includes diverse practices, from inventive machines, video and film, to performance and other possibilities. Sound art's boundaries are thus amorphous, posing particular complexities to those who wish to display such works or write about the field. These issues form the basis from which Barbara Perea, this edition's invitee, begins her conversation.","Art Building (ART) 1.120","2012-10-04 18:30:00-05:00","2012-10-04 20:00:00-05:00","http://utvac.org/programs/two-ships-passing-barbara-perea-mexico-city-based-curator"
